20081025	1937	668	2.89926657686
20090607	5	1	4.54545454545
20090608	17	6	2.7868852459
20090611	59026	18483	3.19351191088
20090612	250142	75281	3.32277291379
20090613	206251	65085	3.16894342945
20090614	197863	63439	3.11894399511
20090615	222838	70308	3.16944989269
20090616	201684	64993	3.10316018162
20090617	190211	59674	3.1874967532
20090618	173804	54244	3.20410883396
20090619	172887	52304	3.30541965161
20090620	182366	59095	3.08597497931
20090621	218067	64472	3.38234678256
20090622	189280	60538	3.12662604211
20090623	196496	64118	3.06459486479
20090624	135610	43779	3.09759679847
20090625	249822	85357	2.92678640675
20090626	237360	81995	2.89480712872
20090627	237196	73618	3.22197937735
20090628	157573	49943	3.15505044741
20090629	229868	75433	3.04730947025
20090630	241193	76398	3.15705495294
20090701	269453	84255	3.19806160102
20090702	162613	49490	3.28576826476
20090703	60700	16249	3.73559150968
20090704	47028	13540	3.47323875008
20090705	44834	12612	3.55484019315
20090706	113255	35305	3.20789347715
20090707	224758	72627	3.09468504181
20090708	113508	35803	3.17033999849
20090709	59580	17784	3.35018359096
20090710	148998	46910	3.17624562727
20090711	245320	79094	3.10162199203
20090712	158284	50845	3.11306300902
20090713	81645	26419	3.09037779485
20090714	217146	66849	3.24830102425
20090715	13	4	3.17073170732
20090716	101570	30829	3.29461450383
20090717	123275	38595	3.1940583131
20090718	248958	78332	3.17823727437
20090719	239344	74658	3.20586781608
20090720	195060	61622	3.16542279474
20090721	258903	84096	3.07865644186
20090722	241978	80933	2.98985211242
20090723	289849	93857	3.08819471303
20090724	235233	76919	3.05818710827
20090725	311750	98525	3.16416831853
20090726	285848	90280	3.16623486239
20090727	313876	100753	3.1152986856
20090728	482209	152886	3.15404081862
20090729	1612001	510287	3.15900793886
20090730	1810737	572344	3.16372091544
20090731	1732654	528417	3.27895141925
20090801	1791473	568376	3.15191472689
20090802	1807136	566329	3.19096440568
20090803	1855648	585139	3.17129380006
20090804	1885160	594266	3.17224893024
20090805	1801335	562076	3.20478846192
20090806	1226608	392129	3.12807185185
20090807	1399789	419185	3.33931000887
20090808	1789074	552119	3.24037694041
20090809	1996841	630056	3.16930666968
20090810	1618028	505967	3.19789172063
20090811	1714867	539301	3.17979510889
20090812	1592261	499978	3.18466148817
20090813	1558955	483008	3.22759597613
20090814	1613594	491801	3.28098900145
20090815	1547427	469189	3.29808812694
20090816	1522285	470670	3.23429297931
20090817	1683687	514157	3.27465476991
20090818	1706258	535540	3.18605086715
20090819	1770518	554558	3.19266457383
20090820	1751998	546018	3.20868117742
20090821	1613533	501680	3.21625872742
20090822	1543714	478526	3.22597659772
20090823	1514872	469933	3.22359076217
20090824	1332392	429395	3.10295110494
20090825	1136345	364111	3.12087437049
20090826	1381500	438198	3.15268368348
