20081025	3182	1767	1.8006903967
20090607	9	5	1.76470588235
20090608	26	12	2.14876033058
20090611	117076	60601	1.93191212701
20090612	481304	248084	1.94008402796
20090613	418269	218182	1.91706377379
20090614	402688	210799	1.91029278588
20090615	442509	232735	1.9013419119
20090616	405174	216859	1.86837444221
20090617	368275	191596	1.92214246532
20090618	347520	177276	1.9603319342
20090619	329459	168344	1.95705700408
20090620	342818	183025	1.87306549757
20090621	416742	211774	1.96786103683
20090622	350529	187137	1.87311334845
20090623	391098	204257	1.91473393091
20090624	277188	138789	1.99718854002
20090625	507009	261273	1.94053272227
20090626	448453	245797	1.82448450368
20090627	468432	233524	2.00592572672
20090628	375014	182167	2.05862639302
20090629	479786	243755	1.96831163738
20090630	481768	244591	1.96968736802
20090701	524558	263059	1.99406901339
20090702	401862	189919	2.11596411314
20090703	263878	113831	2.31815382615
20090704	225676	95829	2.35498402886
20090705	253344	101838	2.48771334108
20090706	347715	162855	2.13511888789
20090707	414254	209486	1.9774772646
20090708	306414	147854	2.07240786694
20090709	271481	121620	2.23220503848
20090710	308780	149130	2.0705410913
20090711	495822	249385	1.98817812291
20090712	409604	191046	2.14400608021
20090713	306401	144970	2.11354617262
20090714	434619	209526	2.07429527873
20090715	20	16	1.24223602484
20090716	349913	164145	2.13172979273
20090717	363091	177208	2.0489526156
20090718	540377	257396	2.09939855344
20090719	574676	263169	2.18367581908
20090720	469031	223422	2.0993044108
20090721	530591	257687	2.05905146203
20090722	494576	247986	1.99436984573
20090723	552817	283710	1.94852774011
20090724	466697	236864	1.97031546781
20090725	1083365	444638	2.43650960185
20090726	981355	434375	2.25923401226
20090727	1008163	468909	2.15001798856
20090728	1219454	617311	1.9754285967
20090729	2727937	1451143	1.87985388898
20090730	3047529	1661825	1.83384460856
20090731	2874822	1485958	1.93465885747
20090801	2896635	1605514	1.80417910998
20090802	2958350	1573926	1.87959904852
20090803	3058715	1673158	1.82810877227
20090804	3110829	1691236	1.83938185804
20090805	2955444	1602392	1.84439501418
20090806	2004881	1085079	1.84768188789
20090807	2220009	1188974	1.8671634647
20090808	2886406	1577703	1.82949884551
20090809	3132175	1741504	1.79854586619
20090810	2660223	1454762	1.82863094935
20090811	2825176	1535688	1.83968085707
20090812	2718213	1471684	1.84700847145
