20090807	0	0	0.0
20090928	0	0	0.0
20090929	0	0	0.0
20090922	0	0	0.0
20090923	0	0	0.0
20090921	0	0	0.0
20090926	0	0	0.0
20090924	0	0	0.0
20090925	0	0	0.0
20091118	0	0	0.0
20091119	0	0	0.0
20090731	1813	989	1.83297947629
20090730	0	0	0.0
20090830	0	0	0.0
20090831	1734	803	2.15913335824
20090930	430	235	1.82900893237
20090320	0	0	0.0
20091101	280	166	1.68573148706
20090829	0	0	0.0
20090828	0	0	0.0
20090825	0	0	0.0
20090827	0	0	0.0
20090826	0	0	0.0
20090430	0	0	0.0
20090901	1254	682	1.83844011142
20090529	0	0	0.0
20091201	1424	771	1.84671248865
20091130	1865	991	1.88174755322
20091001	2066	1104	1.87120731818
20090810	0	0	0.0
20090816	0	0	0.0
20090818	0	0	0.0
20090429	0	0	0.0
20090531	0	0	0.0
20090530	0	0	0.0
20090420	0	0	0.0
20090427	0	0	0.0
20091122	0	0	0.0
20091127	0	0	0.0
20091126	0	0	0.0
20091125	0	0	0.0
20091124	0	0	0.0
20091129	0	0	0.0
20090508	0	0	0.0
20090806	0	0	0.0
20090701	2212	1102	2.0070773977
20090803	0	0	0.0
20090801	779	445	1.75016850146
20090502	0	0	0.0
20090709	0	0	0.0
20090504	0	0	0.0
20090505	0	0	0.0
20090809	0	0	0.0
20090415	0	0	0.0
20090615	0	0	0.0
20090612	0	0	0.0
20090613	0	0	0.0
20090610	0	0	0.0
20090611	2409	1374	1.75314751474
20090712	0	0	0.0
20090715	0	0	0.0
20090714	0	0	0.0
20090519	0	0	0.0
20090514	0	0	0.0
20090511	0	0	0.0
20090402	0	0	0.0
20090401	0	0	0.0
20090609	0	0	0.0
20090608	26	12	2.14876033058
20090605	0	0	0.0
20090604	0	0	0.0
20090607	9	5	1.76470588235
20090606	0	0	0.0
20090601	0	0	0.0
20090602	0	0	0.0
20091031	2809	1744	1.61057278826
20091030	0	0	0.0
20090725	0	0	0.0
20090726	0	0	0.0
20090727	0	0	0.0
20090721	0	0	0.0
20090728	0	0	0.0
20090729	0	0	0.0
20090630	157	54	2.90203327172
20090627	0	0	0.0
20090626	0	0	0.0
20090625	0	0	0.0
20090624	0	0	0.0
20090629	0	0	0.0
20090628	0	0	0.0
20090508	0	0	0.0
20090928	0	0	0.0
20090929	0	0	0.0
20090922	0	0	0.0
20090923	0	0	0.0
20090921	0	0	0.0
20090926	0	0	0.0
20090924	0	0	0.0
20090925	0	0	0.0
20091118	0	0	0.0
20091119	0	0	0.0
20090731	1813	989	1.83297947629
20090730	0	0	0.0
20090830	0	0	0.0
20090831	1734	803	2.15913335824
20090930	430	235	1.82900893237
20090320	0	0	0.0
20091101	266134	159026	1.67352403159
20090829	0	0	0.0
20090828	0	0	0.0
20090825	0	0	0.0
20090827	0	0	0.0
20090826	0	0	0.0
20090430	0	0	0.0
20090901	306102	165281	1.85200848736
20090529	0	0	0.0
20091201	282119	159492	1.76885877106
20091130	1865	991	1.88174755322
20091001	287011	159184	1.80301298936
20090810	0	0	0.0
20090816	0	0	0.0
20090818	0	0	0.0
20090429	0	0	0.0
20090531	0	0	0.0
20090530	0	0	0.0
20090420	0	0	0.0
20090427	0	0	0.0
20091122	0	0	0.0
20091127	0	0	0.0
20091126	0	0	0.0
20091125	0	0	0.0
20091124	0	0	0.0
20091129	0	0	0.0
20090807	0	0	0.0
20090806	0	0	0.0
20090701	214749	108568	1.97801195747
20090803	0	0	0.0
20090801	295748	159518	1.85400904349
20090502	0	0	0.0
20090709	0	0	0.0
20090504	0	0	0.0
20090505	0	0	0.0
20090809	0	0	0.0
20090415	0	0	0.0
