20081025	2718	1650	1.64717289861
20090607	7	4	1.70731707317
20090608	24	10	2.37623762376
20090611	72401	41995	1.72403447069
20090612	303774	172794	1.75801141358
20090613	252219	147042	1.71528426213
20090614	245775	144297	1.70325668361
20090615	278989	162027	1.72186628039
20090616	251601	148379	1.69566333803
20090617	235759	135985	1.73371200227
20090618	215607	123710	1.74284072198
20090619	213464	120891	1.76575446828
20090620	224655	133361	1.68456169003
20090621	262466	148894	1.76276964635
20090622	235404	138557	1.69896742931
20090623	246381	146932	1.67683576291
20090624	168971	99147	1.70424550995
20090625	308629	188684	1.63569161365
20090626	300936	187282	1.60685938485
20090627	295347	169268	1.74484737526
20090628	197537	115426	1.71137203804
20090629	284969	169271	1.68350651706
20090630	299625	174298	1.71903767167
20090701	331732	191325	1.73386555136
20090702	202981	114484	1.77300603315
20090703	75965	39967	1.90068831614
20090704	60624	33805	1.7933388749
20090705	56465	32213	1.7528583092
20090706	142241	81688	1.7412695362
20090707	276990	162773	1.70169395312
20090708	143069	82437	1.73549287881
20090709	76393	42968	1.77790034933
20090710	184709	107202	1.72299796366
20090711	301087	178493	1.68682710984
20090712	197748	116891	1.69172845495
20090713	102500	63292	1.61947541636
20090714	270248	152760	1.76910070103
20090715	17	11	1.53153153153
20090716	128208	71869	1.783909914
20090717	152514	87647	1.74009179996
20090718	305102	176686	1.72680250455
20090719	295806	170514	1.73478908782
20090720	243760	142338	1.7125421795
20090721	319931	189938	1.68439612695
20090722	296779	179052	1.65750080563
20090723	356584	210136	1.69691928231
20090724	286461	169830	1.68675046414
20090725	383669	223375	1.71759967875
20090726	356735	206518	1.72737885929
20090727	390812	229760	1.70095678057
20090728	627415	366607	1.71140984449
20090729	2244465	1320869	1.69923348196
20090730	2494549	1468906	1.69823585047
20090731	2379609	1365272	1.74295585473
20090801	2451964	1454156	1.68617660786
20090802	2481056	1452034	1.70867612544
20090803	2560934	1502922	1.7039698864
20090804	2594174	1524674	1.70146131557
20090805	2490914	1457348	1.70921003705
