20081025	424	1123	1058	2.6479603867
20090607	1	5	0	4.54545454545
20090608	5	9	9	1.76470588235
20090611	12356	35180	29973	2.84717669815
20090612	51429	152301	121693	2.96137789695
20090613	44738	125742	100856	2.81062450126
20090614	43457	120860	96985	2.78113357771
20090615	48330	136239	108577	2.8189265075
20090616	44385	123577	98715	2.78420010319
20090617	41218	115017	93650	2.79044885621
20090618	37005	104908	86135	2.83496058651
20090619	35518	104624	85049	2.9456530614
20090620	40997	112701	87763	2.74899931946
20090621	45374	139307	97858	3.07018761805
20090622	41175	115272	93371	2.79955604237
20090623	43402	118855	98357	2.73846196382
20090624	29905	81805	67679	2.73548658924
20090625	58698	152087	124394	2.5910037974
20090626	54601	145923	118831	2.67252857543
20090627	50531	145611	114672	2.88161152241
20090628	34391	96789	76336	2.81436185525
20090629	50577	138686	116038	2.74207101633
20090630	51542	145205	120844	2.81721156103
20090701	57279	162778	133651	2.84183934454
20090702	33701	98285	80117	2.91637364952
20090703	11281	39418	26250	3.49416280327
20090704	9449	30715	20404	3.25057412875
20090705	8963	29386	19097	3.27855317915
20090706	24087	69122	55351	2.86966882688
20090707	48943	134915	113527	2.7565683416
20090708	24809	69756	54746	2.81171021923
20090709	12272	37494	27598	3.0552228225
20090710	31869	90524	73515	2.84049439739
20090711	54175	150668	119571	2.78113007636
20090712	35145	96945	77039	2.75842151537
20090713	18738	49593	39733	2.64663973402
20090714	45448	131397	107150	2.89114396421
20090715	4	8	5	1.9512195122
20090716	20942	62030	49427	2.9619761151
20090717	26791	76338	58741	2.84937908485
20090718	54066	152324	120900	2.81736614995
20090719	51346	145593	117063	2.8355220747
20090720	41757	119377	95548	2.85884316679
20090721	57562	156523	128914	2.71920239185
20090722	55219	145043	122649	2.62668170977
20090723	64062	174184	145460	2.71898673319
20090724	53035	142921	116196	2.69483794694
20090725	68429	193198	148648	2.82333100976
20090726	62008	175545	138575	2.83100111115
20090727	68995	191115	154519	2.76997931737
20090728	101660	287096	246339	2.8240774896
20090729	320727	926663	874898	2.88925694149
20090730	362512	1044349	976220	2.88086659728
20090731	334714	1007141	919216	3.00895898918
20090801	366304	1052514	941031	2.87333393211
20090802	362383	1057738	953344	2.91883920635
20090803	370437	1073939	996411	2.89911296682
20090804	375447	1091065	1012914	2.90604188979
20090805	353711	1038355	971345	2.93560196443
20090806	247151	705862	665724	2.85599376252
20090807	259891	802039	757044	3.08605796813
20090808	348052	1037023	956118	2.97950507984
20090809	400653	1168604	1057640	2.91674768023
20090810	315637	931444	876914	2.9509965717
20090811	340632	990071	923465	2.90656987407
20090812	313003	915301	863935	2.92425538277
20090813	301602	892402	847959	2.95887197072
20090814	307120	930224	868051	3.02886069652
20090815	295427	895981	825208	3.03283280376
20090816	294706	880007	818242	2.98604949134
20090817	320008	964986	912850	3.01550492003
20090818	333286	973831	934681	2.92190703423
20090819	346336	1012278	966462	2.92281976958
20090820	341414	1004256	952346	2.94146023846
20090821	318472	931898	864843	2.92615271479
20090822	303795	894267	824178	2.94365182322
20090823	297535	878619	808651	2.95299277295
20090824	271658	770593	719536	2.83662809981
20090825	228014	652405	620037	2.86124849297
20090826	275648	793651	750399	2.87921810453
20090827	293264	851947	798589	2.90505043065
20090828	249132	732109	678303	2.9386377749
20090829	354841	1037043	929769	2.92255603987
20090830	336794	972199	879498	2.88662717073
20090831	257276	747876	690167	2.90690040777
20090901	280636	798915	744571	2.84680053635
20090902	239122	677235	633272	2.83217235044
20090903	246568	712261	668454	2.88869890306
20090904	340760	989835	907139	2.90478550746
20090905	345102	1001259	897748	2.90134137115
20090906	251829	713916	648940	2.83492257249
20090907	307695	900550	821908	2.92676093964
20090908	277107	774490	732249	2.79491214769
20090909	167306	491077	462222	2.93520080858
20090910	181158	507298	472601	2.80030536863
20090911	163886	469706	420117	2.86605148332
20090912	178270	504702	452264	2.83110852577
20090913	189254	529908	478275	2.79998161202
20090914	192541	530831	488033	2.7569750043
20090915	240781	661030	608934	2.74535667459
20090916	238658	677276	627316	2.83785046474
20090917	246263	697804	641974	2.83357108718
20090918	185474	537299	477404	2.89689503818
20090919	207228	578025	501639	2.78931766493
20090920	214962	574695	507601	2.67347127703
20090921	203553	562442	517136	2.76312176037
20090922	239124	658097	602678	2.75211490603
20090923	260353	711880	661436	2.73428662843
20090924	248356	701095	647384	2.82294254097
20090925	222761	636244	571751	2.85617192589
20090926	206617	574007	502174	2.77811952641
20090927	221783	592811	521963	2.67293134599
20090928	240246	655506	610423	2.72847717403
20090929	196125	530461	486125	2.7047073526
20090930	164810	450535	424781	2.73366134721
20091001	168043	468870	428838	2.79017704387
20091002	148837	430952	391923	2.89546087635
20091003	210881	594615	528697	2.81966947251
20091004	233788	641304	577500	2.74309941353
20091005	183969	504307	471031	2.74125926582
20091006	182672	501954	468971	2.74784162442
20091007	212986	585602	547424	2.74948459078
20091008	161110	448497	419092	2.78379195345
20091009	119616	341006	309287	2.85083696927
20091010	176143	500632	449325	2.84218910647
20091011	220557	606287	549379	2.74888906319
20091012	160435	444576	414141	2.77106443665
20091013	186925	506208	473679	2.70807933231
20091014	214024	588976	547917	2.75191438721
20091015	194888	539075	510594	2.76607448069
20091016	190298	528837	485006	2.77899253855
20091017	216576	604370	523567	2.79056645678
20091018	223850	596642	542930	2.66536400922
20091019	216665	582189	543776	2.68704558325
20091020	201259	548646	513097	2.72606803866
20091021	217507	590754	553139	2.71602168389
20091022	231269	645463	599538	2.79096083307
20091023	151701	432931	387461	2.85384219363
20091024	214285	601463	518812	2.80683537959
20091025	182853	494161	429717	2.7025027194
20091026	204508	569263	523163	2.78357189764
20091027	121714	330373	305630	2.71433630122
20091028	159860	438600	409956	2.74364897808
20091029	122390	342191	317053	2.79590424389
20091030	151443	440308	392132	2.90741539232
20091031	177967	509231	413542	2.86137718713
20091101	150399	406913	342986	2.70555475398
20091102	137157	376110	349061	2.74218396277
20091103	130848	363676	329068	2.77937547431
20091104	155929	436120	404611	2.79691218637
20091105	157568	441109	407377	2.79948162096
20091106	150433	439561	394642	2.92196996539
20091107	142241	397948	350592	2.79770052397
20091108	145743	415965	367083	2.85409738094
20091109	129328	360245	329286	2.78551219727
20091110	160449	450052	416941	2.80495185077
20091111	164660	484248	431875	2.94089460653
20091112	149342	427040	391585	2.85947499064
20091113	136531	392716	349318	2.87638494087
20091114	169878	482074	427908	2.83776425566
20091115	177242	490430	432686	2.76700625867
20091116	126196	348346	319037	2.76035471778
20091117	155209	434922	402891	2.80216817184
20091118	157345	438811	405175	2.78884439363
20091119	143108	393189	363416	2.74749647295
20091120	182292	507074	452737	2.78165647332
20091121	197115	539582	471130	2.73739556229
20091122	180263	491776	433361	2.72810131413
20091123	148910	409009	369207	2.74668407314
20091124	160484	453640	410500	2.82669747346
20091125	169833	500458	442764	2.94676361675
20091126	158171	556566	427961	3.51875911592
20091127	186944	532393	459690	2.84787270633
20091128	197325	548348	482321	2.77890648478
20091129	176703	493291	435705	2.79163749815
20091130	157577	441594	406397	2.80239958725
20091201	118904	339563	312662	2.8557720045
20091202	157968	443256	408818	2.80598424619
20091203	113391	314804	278126	2.77626727318
20091204	125843	366176	321765	2.90978210168
20091205	167061	475597	414238	2.84684465743
20091206	146863	408948	361969	2.7845524165
20091207	142822	395441	367575	2.76876617834
20091208	158787	445783	406159	2.80742579215
20091209	159761	446004	403078	2.79169334713
20091210	141521	401495	362492	2.83699745126
20091211	175655	497546	445229	2.83251667615
20091212	142410	399992	349165	2.80873336933
20091213	119271	322978	277043	2.70793176218
20091214	120216	331116	298103	2.75433989291
20091215	153534	424092	383663	2.76220070981
20091216	128921	350139	312680	2.71591694455
20091217	138026	383122	340644	2.77572140342
20091218	130342	379094	331547	2.90845398379
20091219	126554	348178	300367	2.75121864878
20091220	154768	416410	360564	2.69054152632
20091221	125066	350020	309063	2.79868005799
20091222	146050	414750	369555	2.83977895256
20091223	124397	346741	302412	2.78737205289
20091224	140566	477047	358331	3.39375567793
20091225	135148	557498	358501	4.12508943892
20091226	148829	443146	366277	2.97754941742
20091227	147013	398437	342739	2.71021425982
20091228	110587	302986	267807	2.7397951479
20091229	121248	333109	293633	2.74733377265
20091230	140002	390236	346571	2.78735818963
20091231	134864	436348	354175	3.23546444161
